d_vendor_name,d_fiscal_year,total
INSA,2018-2019,14065.460000000001
INSA,2019-2020,201615.74951829118
INSA,2020-2021,367938.5635005767
INTEGRA NETWORKS,2019-2020,49494
IPSS,2017-2018,140551.85060240963
IPSS,2018-2019,7116.549397590361
IPSS,2020-2021,515101.7393495935
KENN BOREK AIR,2017-2018,12282.82
LES TRADUCTIONS TESSIER S C C,2019-2020,861000
LEVITT SAFETY,2020-2021,21188.68
LIONBRIDGE,2019-2020,1932000
MACDONALD DETTWILER AND ASSOCIATES,2019-2020,185840.55
MACDONALD DETTWILER AND ASSOCIATES,2020-2021,222480.12005772005
MAXSYS STAFFING AND CONSULTING,2017-2018,80682
MICRO FOCUS CANADA,2017-2018,9713.82780612245
MICROSOFT CANADA,2017-2018,3889658.739380342
MICROSOFT CANADA,2018-2019,661505.1631196581
MICROSOFT CANADA,2019-2020,1270661.94
MICROSOFT CANADA,2020-2021,6565952.145311713
MISHKUMI TECHNOLOGIES,2017-2018,21696
"NATIONS TRANSLATION GROUP",2019-2020,926600
NIMBLE INFORMATION STRATEGIES,2020-2021,15232.306369168358
NISHA TECHONOLOGIES,2018-2019,41416.99
NISHA TECHONOLOGIES,2019-2020,552380.8300000001
NISHA TECHONOLOGIES,2020-2021,177379.04
NITAM SOLUTIONS,2019-2020,12973.980413793104
NITAM SOLUTIONS,2020-2021,21863.5595862069
NOVA NETWORKS,2018-2019,19802.69
OPENTEXT,2017-2018,90574.02750000001
OPENTEXT,2018-2019,67585.6125
OPENTEXT,2019-2020,2083198.2509589042
OPENTEXT,2020-2021,1524.4300598626464
ORACLE CANADA,2017-2018,3874294.416454946
ORACLE CANADA,2018-2019,6645627.228951109
ORACLE CANADA,2019-2020,4168705.1803256813
ORACLE CANADA,2020-2021,6089616.598118348
PITNEY BOWES,2018-2019,115469.90999999999
PITNEY BOWES,2019-2020,29532.446429548563
PITNEY BOWES,2020-2021,64666.79357045144
POSTMEDIA NETWORK,2020-2021,54795.659999999996
PRICEWATERHOUSE COOPERS,2017-2018,290975
PRINTERS PLUS,2017-2018,43037.58
PROQUEST,2017-2018,41810
PROQUEST,2020-2021,3722.7849041095883
QMR,2017-2018,84750
QMR,2018-2019,133023.6
QMR,2020-2021,39776.43
SAP,2017-2018,977036.1915765441
SAP,2018-2019,34760.2884234559
SAP,2019-2020,384313.940625
SAP,2020-2021,56787.39581704851
SAS INSTITUTE,2017-2018,687487.8653106668
SAS INSTITUTE,2018-2019,689257.1415292784
SAS INSTITUTE,2019-2020,2960854.9931600546
SAS INSTITUTE,2020-2021,15637917.60789041
SHI CANADA,2017-2018,47480.239602272726
SHI CANADA,2019-2020,23545.552122629375
SHI CANADA,2020-2021,62486.427877370625
SI SYSTEMS,2020-2021,1113615
SOFTCHOICE,2017-2018,101555.22000000002
SOFTCHOICE,2018-2019,32544
SOFTCHOICE,2019-2020,35410.85631147541
SOFTCHOICE,2020-2021,133781.789755479
STONEWORKS TECHNOLOGIES,2017-2018,136382.83
STONEWORKS TECHNOLOGIES,2019-2020,37205.25
SUPREMEX,2017-2018,30546.95
SUPREMEX,2020-2021,61721.979999999996
SYSTEMSCOPE,2017-2018,24012.5
TEKNION,2017-2018,194691.0484042553
TEKNION,2018-2019,158085.66999999998
TEKNION,2019-2020,109490.39
TEKSYSTEMS CANADA,2018-2019,286043.68
TEKSYSTEMS CANADA,2019-2020,352432.4193548387
TEKSYSTEMS CANADA,2020-2021,958887.3806451613
TELUS CANADA,2018-2019,23404.931506849316
TELUS CANADA,2019-2020,10495.068493150686
TENAQUIP,2019-2020,11469.449999999999
THE AIM GROUP,2018-2019,678000
THE AIM GROUP,2019-2020,218994
THE AIM GROUP,2020-2021,105654.99999999999
THE HALIFAX GROUP,2020-2021,24973
THE MASHA KRUPP TRANSLATION GROUP,2019-2020,971800.0000000001
THE STEVENS COMPANY,2018-2019,10559.849999999999
TOTEM OFFISOURCE,2017-2018,177049.24000000002
TOTEM OFFISOURCE,2019-2020,190093.12
TPG TECHNOLOGY CONSULTANTS,2019-2020,103225.5
TPG TECHNOLOGY CONSULTANTS,2020-2021,99440
TRANSCONTINENTAL PRINTING,2020-2021,16418388.800000003
TRANSPOLAR TECHNOLOGY,2017-2018,169570.84835616438
TRANSPOLAR TECHNOLOGY,2018-2019,312141.8
TRANSPOLAR TECHNOLOGY,2019-2020,413087.57
TRANSPOLAR TECHNOLOGY,2020-2021,300839.61
TRM TECHNOLOGIES,2019-2020,352432.4193548387
TRM TECHNOLOGIES,2020-2021,405797.5806451613
UBIQUS OTTAWA,2019-2020,367250
VMWARE,2017-2018,1767023.5084931506
