d_vendor_name,d_fiscal_year,total
MISHKUMI TECHNOLOGIES,2018-2019,269996.55
MISHKUMI TECHNOLOGIES,2019-2020,11019.76
"NAVPOINT CONSULTING GROUP",2017-2018,24860
NISHA TECHONOLOGIES,2020-2021,224084.65000000002
NOVA NETWORKS,2019-2020,12910.25
PORTAGE PERSONNEL,2017-2018,4657.447699115044
PORTAGE PERSONNEL,2018-2019,142448.05087231353
PORTAGE PERSONNEL,2019-2020,46305.52142857143
PRINTERS PLUS,2019-2020,148286.02
PROSCI CANADA,2018-2019,72828.5
PURESPIRIT SOLUTIONS,2018-2019,23676.08
PURESPIRIT SOLUTIONS,2019-2020,178357.36287356322
PURESPIRIT SOLUTIONS,2020-2021,274863.3171264368
QUANTUM MANAGEMENT SERVICES,2018-2019,16469.260000000002
QUINTET CONSULTING,2017-2018,15311.279296875
QUINTET CONSULTING,2018-2019,37657.470703125
RAYMOND CHABOT GRANT THORNTON,2018-2019,431856.33999999997
ROGERS,2017-2018,148.2203804347826
ROGERS,2018-2019,18228.816916862517
ROGERS,2019-2020,17873.362702702703
SOFTCHOICE,2019-2020,31035.45
SOFTCHOICE,2020-2021,6128.062395543176
STONEWORKS TECHNOLOGIES,2018-2019,230464.9
STONEWORKS TECHNOLOGIES,2019-2020,81919.29
STONEWORKS TECHNOLOGIES,2020-2021,47807.36
TELECOM COMPUTER SERVICES,2017-2018,38057.03065693431
TELECOM COMPUTER SERVICES,2018-2019,202612.97839416057
TELECOM COMPUTER SERVICES,2019-2020,455411.9332116789
TELECOM COMPUTER SERVICES,2020-2021,6486.107737226278
THE AIM GROUP,2017-2018,25000.000000000004
THE AIM GROUP,2019-2020,706536.9791021672
THE AIM GROUP,2020-2021,1409048.050682636
THOMAS SCHMIDT,2019-2020,98220.75925925926
THOMAS SCHMIDT,2020-2021,178361.0802469136
TRM TECHNOLOGIES,2018-2019,183934.24451410657
TRM TECHNOLOGIES,2019-2020,247499.7554858934
